caseid,task,user,end_timestamp,start_timestamp
100952,Start,Start,2016-3-14 17:21:52,2016-3-14 17:21:52
100952,Traer informacion estudiante - banner,5641,2016-3-14 17:21:52,2016-3-14 17:21:52
100952,Radicar Solicitud Homologacion,5641,2016-3-14 18:25:21,2016-3-14 17:21:53
100952,Validar solicitud,1707,2016-3-31 19:16:14,2016-3-31 17:50:05
100952,Homologacion por grupo de cursos,15930,2016-4-15 19:22:48,2016-4-15 14:34:48
100952,Revisar curso,1707,2016-4-15 16:03:41,2016-4-15 14:34:48
100952,Evaluacion curso,1707,2016-5-2 19:48:36,2016-5-2 16:53:02
100952,Validacion final,1707,2016-6-3 16:27:14,2016-6-3 16:27:05
100952,Visto Bueno Cierre Proceso,15930,2016-6-3 17:00:01,2016-6-3 16:36:38
100952,End,End,2016-6-3 17:00:01,2016-6-3 17:00:01
100953,Start,Start,2016-3-14 18:04:43,2016-3-14 18:04:43
100953,Traer informacion estudiante - banner,7736,2016-3-14 18:04:43,2016-3-14 18:04:43
100953,Radicar Solicitud Homologacion,7736,2016-3-14 18:05:06,2016-3-14 18:04:46
100953,Cancelar Solicitud,7736,2016-3-14 18:26:03,2016-3-14 18:25:47
100953,Notificacion estudiante cancelacion soli,7736,2016-3-14 18:42:07,2016-3-14 18:42:07
100953,End,End,2016-3-14 18:42:07,2016-3-14 18:42:07
100954,Start,Start,2016-3-14 18:42:41,2016-3-14 18:42:41
100954,Traer informacion estudiante - banner,7736,2016-3-14 18:42:41,2016-3-14 18:42:41
100954,Radicar Solicitud Homologacion,7736,2016-3-14 18:42:58,2016-3-14 18:42:43
100954,Cancelar Solicitud,22475,2016-3-14 18:58:33,2016-3-14 18:58:32
100954,Notificacion estudiante cancelacion soli,22475,2016-3-14 19:26:56,2016-3-14 19:26:56
100954,End,End,2016-3-14 19:26:56,2016-3-14 19:26:56
101002,Start,Start,2016-3-14 20:49:01,2016-3-14 20:49:01
101002,Traer informacion estudiante - banner,15862,2016-3-14 20:49:01,2016-3-14 20:49:01
101002,Radicar Solicitud Homologacion,15862,2016-3-14 20:49:35,2016-3-14 20:49:02
101002,Cancelar Solicitud,6400,2016-3-14 23:21:22,2016-3-14 21:33:52
101002,Notificacion estudiante cancelacion soli,6400,2016-4-8 16:04:50,2016-4-8 16:04:50
101002,End,End,2016-4-8 16:04:50,2016-4-8 16:04:50
101101,Start,Start,2016-3-14 23:04:31,2016-3-14 23:04:31
101101,Traer informacion estudiante - banner,3149,2016-3-14 23:04:31,2016-3-14 23:04:31
101101,Radicar Solicitud Homologacion,3149,2016-3-14 23:25:41,2016-3-14 23:04:34
101101,Validar solicitud,186,2016-3-17 22:25:20,2016-3-17 18:12:33
101101,Homologacion por grupo de cursos,186,2016-5-10 4:57:40,2016-5-10 4:42:02
101101,End,End,2016-5-10 4:57:40,2016-5-10 4:57:40
101102,Start,Start,2016-3-14 23:44:54,2016-3-14 23:44:54
101102,Traer informacion estudiante - banner,5275,2016-3-14 23:44:54,2016-3-14 23:44:54
101102,Radicar Solicitud Homologacion,5275,2016-3-14 23:45:12,2016-3-14 23:44:55
101102,Cancelar Solicitud,19019,2016-3-15 0:17:19,2016-3-15 0:02:02
101102,Notificacion estudiante cancelacion soli,19019,2016-3-16 23:19:51,2016-3-16 23:19:51
101102,End,End,2016-3-16 23:19:51,2016-3-16 23:19:51
101103,Start,Start,2016-3-14 23:47:34,2016-3-14 23:47:34
101103,Traer informacion estudiante - banner,9427,2016-3-14 23:47:34,2016-3-14 23:47:34
101103,Radicar Solicitud Homologacion,9427,2016-3-14 23:48:10,2016-3-14 23:47:35
101103,Cancelar Solicitud,677,2016-3-15 0:39:55,2016-3-15 0:23:19
101103,Notificacion estudiante cancelacion soli,677,2016-3-17 1:34:13,2016-3-17 1:34:13
101103,End,End,2016-3-17 1:34:13,2016-3-17 1:34:13
101202,Start,Start,2016-3-14 23:18:17,2016-3-14 23:18:17
101202,Traer informacion estudiante - banner,8556,2016-3-14 23:18:17,2016-3-14 23:18:17
101202,Radicar Solicitud Homologacion,8556,2016-3-14 23:18:34,2016-3-14 23:18:18
101202,Cancelar Solicitud,241,2016-3-15 0:12:46,2016-3-14 23:34:34
101202,Notificacion estudiante cancelacion soli,241,2016-3-28 22:47:27,2016-3-28 22:47:27
101202,End,End,2016-3-28 22:47:27,2016-3-28 22:47:27
101203,Start,Start,2016-3-14 23:34:08,2016-3-14 23:34:08
101203,Traer informacion estudiante - banner,8955,2016-3-14 23:34:08,2016-3-14 23:34:08
101203,Radicar Solicitud Homologacion,8955,2016-3-14 23:34:20,2016-3-14 23:34:08
101203,Cancelar Solicitud,241,2016-3-15 0:24:43,2016-3-14 23:46:40
101203,Notificacion estudiante cancelacion soli,241,2016-3-28 22:50:36,2016-3-28 22:50:36
101203,End,End,2016-3-28 22:50:36,2016-3-28 22:50:36
101204,Start,Start,2016-3-14 23:50:50,2016-3-14 23:50:50
